id,RA,DEC,ebv_mw,f_f105w,e_f105w,f_f125w,e_f125w,f_f140w,e_f140w,f_f160w,e_f160w,f_f435w,e_f435w,f_f606w,e_f606w,f_f814w,e_f814w,f_f090w,e_f090w,f_f115w,e_f115w,f_f150w,e_f150w,f_f200w,e_f200w,f_f277w,e_f277w,f_f356w,e_f356w,f_f410m,e_f410m,f_f444w,e_f444w,tot_cor,kron_radius,kron_radius_circ,use_circle,flag_kron,iso_area,use_aper,a_image,b_image,theta_J2000,flux_radius,z_spec,z_phot,z_phot_chi2,z025,z160,z500,z840,z975,mass,restU,restU_err,restV,restV_err,restJ,restJ_err,restus,restus_err,restgs,restgs_err,restis,restis_err,star_min_chi2,excess,flag,beta,beta_dark,RE,RE_ERR,N,N_ERR,Q,Q_ERR,PA,PA_ERR,lmass
19599,150.1718091,2.32857381,0.014354863,nan,nan,41.16560572,4.406830229,46.02660356,8.330670064,74.16879464,4.213056258,1.905296047,4.041549448,20.28490905,2.761224784,15.28265334,3.27706005,41.12992211,7.442505135,48.20143943,7.969285365,106.090479,7.28234074,129.8604035,7.108533893,173.3258458,3.465777929,224.4993964,3.671067583,272.9364502,5.633886261,295.8700614,3.638453535,1.09713773,nan,nan,1,1,8.6592,1.4,79.01838684,22.26618767,0.935384393,5.805635519,nan,2.6827517,10.607029,2.2413778,2.51654,2.6445258,2.7512662,2.9412823,30921147156,25.675167,2.4069958,65.042496,4.6400776,221.61671,18.127296,13.810568,1.8172388,43.37317,3.3861961,100.85252,15.640087,96.484924,9.496855346,0,-0.305,-99,4.3054,0.0505,0.2,0.0116,0.9809,0.007,1.4247,18.5215,10.68348971
19858,150.1650612,2.331122805,0.014268939,nan,nan,60.39873996,2.327863433,79.12804446,3.320111822,93.11722627,2.206370747,21.13150835,1.834206647,37.55457433,1.018710539,44.16573343,1.161684264,46.94454429,2.261381879,56.45505307,2.383596025,99.18331413,2.187507246,121.6909958,2.114159658,136.3290961,1.336893912,169.3034839,1.343132439,179.7145403,2.486905833,196.0215085,1.362639914,1.189901063,nan,nan,1,1,2.1216,0.7,8.7825737,7.863657475,0.153318241,0.330472394,nan,2.6672497,3.5520198,2.4997563,2.5608628,2.6416972,2.7016604,2.759915,21187810343,70.66785,4.674343,115.41148,13.004093,198.84483,17.604187,52.28963,2.6808033,99.58914,7.0380783,125.162926,52.34579,339.28583,12.42236025,1,-1.026,-1.05,5.555,0.0459,0.5107,0.0191,0.1769,0.0025,-33.5937,0.1889,10.51194785
20931,150.1241866,2.337437914,0.014371796,nan,nan,38.82813946,4.568629447,66.05492349,7.680797088,118.9649159,5.361915266,-11.62972019,4.077966661,3.360105324,2.081710024,11.97472834,3.063865236,-2.086800162,5.806168837,11.62249709,5.981036711,82.97188217,5.907004547,236.2315793,6.570416362,328.3041798,3.762516393,393.6952867,3.91836226,474.9557272,5.829464649,493.0409605,3.68930523,1.09713773,nan,nan,1,0,2.192,1.4,7.209647655,5.87755394,-0.222497106,0.19252506,nan,2.9601455,29.388176,2.8304565,2.8944266,2.9541626,3.005342,3.0550678,71757985528,68.77437,2.5223846,288.99765,14.280228,586.98517,48.35086,24.010496,1.5874424,208.58461,8.823402,372.52106,20.231491,75.521065,7.947019868,0,0.574,-99,1.1557,0.0083,4.6439,0.09,0.3282,0.004,82.3559,0.2718,10.90705451
21260,150.1433536,2.338628226,0.014303758,nan,nan,15.12165838,2.42150227,19.16717037,5.203130902,23.79573873,2.281797786,6.23566987,1.304417867,10.16714478,1.077200896,9.951581597,1.570331463,16.79993135,2.805840556,14.3700358,2.726460315,24.04582818,2.362868896,51.35647009,2.347995615,112.9709039,1.233849311,143.8288133,1.180790531,168.9133322,2.014991273,182.1876287,1.268317983,1.402211661,3.067446625,0.569777207,0,0,0.9056,0.7,5.490206718,3.927782536,-0.461395025,0.201728048,nan,2.998205,10.553891,2.6808372,2.8887618,3.0476975,3.4977152,3.6582723,30153270198,21.607542,3.5218954,54.51853,19.225311,206.7131,14.706642,14.461164,1.861609,31.410923,12.821531,106.14673,7.676674,194.84703,-3.95480226,0,-1.408,-99,2.461,0.2745,8,0.8383,0.1885,0.0147,61.8094,0.8713,10.82608327
21380,150.0953348,2.33897763,0.014953093,nan,nan,70.61531693,4.623222979,86.58589225,7.992847909,114.673797,4.515619097,-0.282570173,3.365800769,23.1479669,2.081080376,34.46053738,2.717209238,48.51427703,12.91540323,66.34959829,12.97291198,113.0367841,12.7603151,199.7270722,12.44723216,318.8379345,6.874127588,371.964992,6.856445992,469.1015038,10.770601,511.4376909,6.675299104,1.11962766,2.950120543,0.766143669,0,0,1.5456,1.4,7.283971786,5.786989212,-0.631185353,0.307599632,nan,3.1532857,5.769707,2.8545496,2.984435,3.119187,3.2092338,3.2793531,1.07E+11,118.48389,4.862419,221.84387,78.80373,665.32214,146.10074,73.08548,3.5267563,147.32068,23.107662,308.9813,53.34861,311.61426,5.985037406,0,-0.741,-99,7.112,0.1074,0.7293,0.0249,0.6512,0.0077,23.6815,1.2685,10.74064217
21562,150.1122009,2.339599472,0.014603371,nan,nan,34.50830933,4.425622676,73.37241326,7.698615266,77.03517804,4.474725476,1.496897467,4.634686482,3.878340964,2.042097805,13.6385334,2.69579096,4.787288494,8.528037247,30.53839175,8.592123656,83.71062691,8.272184375,171.6013693,8.582080837,228.3894171,4.900990845,327.4120421,5.476327943,391.4804128,8.157830536,409.1362002,5.407926649,1.09713773,nan,nan,1,0,1.7792,1.4,7.294901371,5.560469627,-0.570419669,0.21178563,nan,2.7116225,7.359784,1.969908,2.2030897,2.6541908,2.7828965,2.918752,32331216738,42.07152,2.8797092,156.90968,10.95797,458.52554,23.152496,16.083214,1.8653708,87.872116,7.315445,237.64554,49.989464,36.38707,7.777777778,0,0.345,-99,5.048,0.1599,3.9445,0.1064,0.6964,0.0098,74.7189,1.2077,10.34134477
21570,150.1943113,2.339710183,0.014621604,nan,nan,75.40069094,2.781706673,108.2555325,5.639606186,131.6569177,2.738881512,nan,nan,33.42413305,1.392403405,43.84188287,1.490253495,43.68300996,4.559802642,69.78872031,4.900905668,134.8625786,4.572190377,176.5065528,4.449235637,206.0147364,2.744733931,250.2100916,2.764046368,278.8813506,4.281709043,297.2874419,2.768917285,1.476444295,2.984976702,0.601023731,0,0,0.9616,0.7,6.159381866,4.113810062,1.250966907,0.230968948,nan,2.6481264,3.700068,1.8526704,1.9440063,2.2482526,2.6467335,2.7211933,28607165411,90.10774,5.858185,172.65326,16.857285,300.89008,35.57776,58.44613,8.420553,142.31284,8.478394,203.76082,17.973297,333.39355,9.857142857,0,-0.69,-99,4.534,0.0763,0.9699,0.0345,0.2883,0.0052,-18.1308,0.4651,10.6099379
22306,150.159189,2.342306777,0.014290126,nan,nan,19.72300331,2.909616808,19.5492903,4.847486552,41.05241933,2.796541225,2.478676772,1.903014506,4.064840702,1.484440583,9.456872722,1.533279121,8.675283132,2.479963674,14.43967296,2.510106442,35.6577649,2.227287362,97.95806593,2.28790785,176.1015224,1.679409282,213.9556189,1.678029494,257.914382,2.772329523,303.1869668,1.805239634,1.607032568,2.906819103,0.690467172,0,0,1.424,0.7,6.418625355,5.493992329,-1.567754745,0.404268447,nan,3.2025936,6.114199,2.9299192,3.0801208,3.2658293,3.5125654,3.6688142,47288061889,36.580048,1.9981117,122.76547,25.019096,406.93637,64.90434,16.650082,1.9496937,86.7151,55.570477,190.39606,23.864876,86.85292,3.319148936,0,0.2,-99,4.2872,0.0472,0.7125,0.0189,0.6853,0.0065,-1.8141,1.0829,10.92651095
22425,150.2026267,2.342930654,0.014732393,nan,nan,6.607561923,2.153027691,nan,nan,7.450343065,1.998492142,nan,nan,2.45779182,1.295454658,0.047055788,1.224233719,6.600189717,3.554653406,2.123305698,3.620624758,8.970434122,3.238108546,25.16999994,2.921799245,34.9537973,1.5787527,47.04671163,1.593672457,62.4451485,2.662906805,71.08789184,1.744154495,1.189901063,nan,nan,1,1,0.6272,0.7,6.879132748,3.369990826,0.175379217,0.396123004,nan,3.3891196,7.903485,1.7393942,2.7102575,3.1874194,3.4635398,3.8083692,22215014679,9.7456455,1.4261136,31.509958,1.8964376,100.095024,27.333752,4.3703575,1.1092067,22.677065,8.025322,42.716778,3.0212364,16.241167,3.153153153,0,0.074,-99,98.643,44.6327,3.8787,0.691,0.5077,0.0374,-89.8734,3.4132,10.24503247
23790,150.118076,2.347794984,0.014506508,nan,nan,53.69262069,4.746544168,98.96093402,7.966959809,164.7800967,4.547271056,3.76126756,3.005251545,2.708921344,2.267626089,4.017146466,2.950857435,2.003671064,8.023101829,39.65408471,8.414116158,143.3311338,8.906444126,272.3866068,9.651992016,386.509457,6.044493171,513.3846508,6.468844049,589.2650336,9.522320986,623.7556216,5.704770563,1.09713773,nan,nan,1,0,2.1728,1.4,6.784591675,6.232538223,0.379173696,0.170946021,nan,2.510202,2.7200437,2.3735442,2.4432814,2.5085874,2.570565,2.631018,79158719340,58.934196,2.541359,271.13663,12.858353,664.2868,25.430511,19.348,1.5749083,183.12888,5.655014,390.26733,27.459763,16.6762,1.984126984,0,0.376,-99,1.6902,0.0159,2.1736,0.0683,0.1093,0.007,-73.4999,0.23,11.05956024
23813,150.099093,2.347888333,0.014831666,nan,nan,51.08898623,2.245916246,64.03242343,4.075181879,78.16699595,2.158391086,6.729001261,1.034713227,18.06433241,0.82216684,24.2313986,1.066653431,16.93141563,4.087776798,39.51011482,4.203856789,79.72253112,3.758320548,113.4202143,3.634523305,144.7011922,2.036682812,193.3454909,2.129681516,209.9694315,3.45102762,237.9970324,2.416610788,1.189901063,nan,nan,1,1,0.8416,0.7,6.750023842,4.202136517,-0.450584799,0.525962859,nan,2.6656775,7.811589,2.4061768,2.5079381,2.5902078,2.6675804,2.7123132,29048222913,60.73357,3.9311714,108.94612,9.644943,243.62558,17.679276,32.260494,3.068698,85.31507,6.203575,138.84792,29.721527,300.90173,10.35532995,1,-0.286,-0.343,7.5207,0.156,0.6421,0.0355,0.3412,0.0061,63.786,0.673,10.63179029
23900,150.0976758,2.348171958,0.014857055,nan,nan,88.80837478,5.579813743,139.5331541,9.142379566,154.633517,5.516728533,7.956624158,6.139502218,34.52438481,2.352014525,50.66587914,3.114619977,50.49278012,14.86421536,61.87243862,15.27426051,160.8260121,14.62906519,194.4628459,13.32034442,231.7622476,6.587791956,nan,nan,303.385906,10.3608752,307.6813679,6.321747629,1.30800665,2.912255077,0.880102395,0,0,1.7568,1.4,11.25083351,5.073444366,1.388428807,0.400515705,nan,2.6021426,8.578179,2.3295062,2.4885304,2.5867498,2.652374,2.7119637,25621810135,99.17755,6.0326576,184.78773,12.827553,328.63248,19.803452,56.225147,5.82172,156.29333,8.7100525,233.33926,13.228363,250.38051,2.051282051,0,-0.559,-99,13.6142,0.3369,0.7244,0.0368,0.3596,0.0065,-9.2258,0.7673,10.68965793
24319,150.1683272,2.349798864,0.014306804,nan,nan,21.94599408,2.483781024,29.32320964,5.253199901,39.3004214,2.405411765,nan,nan,11.42189542,1.17045739,17.18285665,1.350108611,17.32291109,3.105135911,21.41201435,3.174421903,40.09259974,2.753909572,86.50097044,2.75883213,100.011734,1.55251929,99.27281426,1.459711544,117.0679322,2.416388258,127.8781315,1.57343388,1.401229559,3.37877191,0.579828457,0,0,0.7008,0.7,4.777749538,3.852458239,-1.347612023,0.204377326,nan,3.1554465,2.3316665,2.956169,3.0687408,3.1691673,3.280907,3.3997808,23676438677,37.267654,3.0528297,91.05335,18.860466,146.99022,46.02896,21.44321,2.0711231,71.70894,19.733887,90.72085,20.666576,176.03983,4.772991851,0,-0.839,-99,3.0384,0.1188,3.9919,0.1821,0.6856,0.0153,39.4472,1.7558,10.27499117
24389,150.170623,2.349792308,0.014310376,nan,nan,123.7825126,5.285345136,147.7098866,9.882879559,190.8825396,5.157205617,nan,nan,59.68639951,2.963831459,93.0091355,3.052340036,88.90519138,9.717373034,121.8937242,10.0655986,168.4633268,9.691375132,245.1144842,9.253292971,307.4771152,5.340998667,284.8068393,4.868312264,310.4701446,7.237680248,329.9140141,4.853844738,1.271278071,3.209052314,0.994635719,0,0,2.112,1.4,10.23549175,5.86605072,0.434715062,0.395972065,nan,2.963288,12.49994,1.9877939,2.821306,2.9543862,3.0839279,3.1765003,32091448136,159.10669,19.72876,228.28403,15.731407,404.95798,47.61789,107.44242,4.5077515,212.1907,74.60158,245.36017,55.905838,304.89456,-3.77593361,0,-0.913,-99,9.6939,0.0898,0.4459,0.0142,0.3637,0.0033,86.4077,0.3459,10.76213862
24717,150.1060532,2.351061452,0.014709991,nan,nan,3.852507892,2.577379789,7.777095459,4.57423469,18.5794491,2.418454586,0.407370543,0.784928003,-0.560808947,1.025344061,-0.848653551,1.291820032,nan,nan,nan,nan,nan,nan,nan,nan,89.01139976,2.125431209,117.3475134,2.164486853,148.3935554,3.775545837,161.9751071,2.309035469,1.444635547,3.623176592,0.623345959,0,0,0.6624,0.7,4.871199131,3.797724247,1.562436342,0.216180182,nan,2.9888203,4.1110444,1.6153296,2.6150317,3.1280441,11.662775,12.014819,27067678587,10.246087,1.6559515,55.29072,8.196508,193.83609,8.482162,2.6138177,1.135569,37.738712,5.650873,99.69835,4.684433,36.370407,0,0,0.654,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.87569299
24838,150.2002095,2.351428666,0.014684668,nan,nan,38.75001896,3.324844562,nan,nan,69.68509475,3.141225466,nan,nan,21.23388974,1.862452005,28.10219581,1.879463122,32.35655129,3.456683191,44.06112575,3.740887995,69.94755315,3.277043637,97.13057589,3.118324858,117.6883923,1.878982089,131.3366655,1.791481564,153.8837122,2.942137623,167.6699938,1.952452163,1.628397861,3.5625781,0.759814926,0,0,1.0736,0.7,6.630424023,4.28771162,-0.751905024,0.262594699,nan,2.7897036,4.332644,1.8440845,2.1545596,2.7952735,2.9175003,3.0791368,20009085924,53.49816,7.6555157,92.31304,19.548973,180.9908,18.53833,38.441837,2.689787,73.13312,15.453844,102.52763,57.382416,232.49129,8.709677419,0,-0.864,-99,6.8564,0.1039,0.848,0.025,0.4214,0.005,48.9116,0.5642,10.44862803
24908,150.1995388,2.351231985,0.014675314,nan,nan,44.78640119,3.323750431,nan,nan,83.83522003,3.317210732,nan,nan,21.84698262,1.909044684,29.35075528,2.027519004,32.84332279,3.505004155,49.34071809,3.811109864,85.44871234,3.38230005,115.5054,3.212459956,162.3581724,1.982397742,189.8478529,1.939008722,230.4478291,3.312978892,249.5027038,2.087630903,1.643261966,3.292578308,0.779669119,0,0,1.3936,0.7,7.196837425,4.869526863,-1.201778173,0.422098188,nan,2.7946138,4.9273562,1.289325,1.9278299,2.7752216,2.8773463,3.024609,37337405534,62.55269,8.560284,111.35123,10.196991,266.9998,28.143143,43.063507,2.8859653,90.363686,10.552925,133.95778,39.00627,216.1073,13.58778626,1,-0.249,0.209,4.9146,0.1122,1.9259,0.0515,0.6637,0.0099,20.2567,1.2645,10.67430413
25193,150.1336206,2.35209501,0.014298481,nan,nan,305.9310628,4.18284124,389.1481972,5.597046963,457.2826353,4.173472819,21.25949718,1.123684114,85.29822414,1.594377767,148.9786296,2.02470116,160.4390534,3.66261936,256.276996,3.858201861,448.504229,3.762066374,642.7792948,4.035483392,792.183197,3.017096513,1017.032468,3.397742671,1139.688767,5.227868865,1224.195081,3.190903039,1.952664224,2.273695874,0.594254599,0,0,1.3552,0.7,6.743965149,6.330602646,-0.931566358,0.885781793,nan,2.7173612,22.132776,2.6496954,2.6959827,2.7166262,2.73455,2.7545514,1.30E+11,373.72998,12.746506,608.1418,67.56464,1260.5375,106.798706,227.59174,10.090385,481.32687,39.02423,712.3924,243.00473,397.68335,41.37931034,1,0.031,-0.0513,6.4395,0.0837,1.9565,0.0251,0.9595,0.0072,82.7884,6.6194,11.39059159
25232,150.1748742,2.352742659,0.014325542,nan,nan,5.994264404,4.463409366,14.88598508,6.429797322,22.18246921,4.27043926,nan,nan,-1.340505049,2.570454584,-0.938049425,2.784780123,-1.780538514,5.629763562,-9.59618054,5.858532463,20.10795572,5.47126878,53.59184386,5.125209448,142.4948277,2.680396894,210.1135357,2.955539188,295.4222503,4.817953751,350.5498828,3.28708578,1.150802704,3.098770078,0.837876816,0,0,1.7616,1.4,7.176617622,6.367102623,-1.110033631,0.320978212,nan,2.5034342,14.390661,1.9694068,2.293946,2.5798566,2.9263442,3.56641,76191370473,3.3360906,0.7421452,37.649296,2.7686882,399.34103,13.412506,0.531025,0.25262403,17.408058,2.1650844,113.568375,6.3160667,164.27403,11.8699187,1,1.823,-99,12.6289,0.6658,0.2,0.0485,0.6886,0.0427,7.1529,6.1909,11.00610556
26060,150.1178211,2.35541181,0.014522569,nan,nan,36.06467777,4.742880187,48.96914667,7.691117514,79.93296238,4.275956057,0.505708313,1.59761478,3.657952166,2.474379651,12.04054244,2.828387262,17.83432813,7.530486567,40.11855643,7.540839318,68.60225332,9.643580886,134.2770637,10.60430267,271.1786164,5.425180179,344.3684149,5.539508947,446.3532497,13.35926583,481.5339691,8.188090777,1.113148872,2.886440126,0.742149252,0,0,1.7728,1.4,7.498854637,5.509884357,-1.200566411,0.254404525,nan,2.9127967,9.455172,2.739913,2.8184247,2.9676578,3.1539743,3.5470061,89907651248,56.872425,7.877968,148.0707,58.874096,633.513,61.12799,31.82681,1.9962969,101.23298,24.224308,252.16963,15.496773,143.42648,6.388888889,0,0.737,-99,4.5239,0.1148,1.9261,0.0557,0.8757,0.0137,8.3759,4.364,11.16421307
26254,150.1430063,2.355895158,0.014283964,nan,nan,nan,nan,77.83415282,11.30446375,89.38182599,4.71161979,-0.315910237,1.778504846,14.80110358,2.990753794,22.59839502,3.053919697,12.32946333,8.378720917,41.67122716,8.844529767,83.63569742,8.360768035,151.5478197,8.177577262,289.6446736,4.043027917,371.306391,4.451841483,492.5321893,6.954407365,573.2416497,4.750696092,1.222418047,2.704614058,0.728916516,0,0,1.6112,1.4,8.384868622,5.414130688,1.415840387,0.536547794,nan,2.808391,7.315558,2.61815,2.7384906,2.836034,2.9548879,3.1268106,1.39E+11,58.332176,10.517139,145.78682,10.432449,759.19794,43.762756,29.899216,2.831542,97.37084,24.31028,248.73262,44.91423,119.306656,15.26717557,1,-0.527,0.252,22.9583,3.4356,8,0.4592,0.7672,0.0177,-0.5621,2.6356,11.09948608
26255,150.1432388,2.35601382,0.014283721,nan,nan,5.49336177,2.090539016,6.617326479,5.182104569,13.67549851,1.948191612,-0.790362545,0.65283293,0.743346975,1.001798948,0.723553127,1.064751098,-4.739881067,2.443920251,4.131343034,2.484740607,10.57296497,2.172501945,38.0041746,2.073124275,99.24091628,1.073313958,167.4647787,1.208148198,255.355676,2.168204143,303.8981024,1.409243885,1.189901063,nan,nan,1,1,2.0384,0.7,9.359125137,6.425949574,0.70393765,0.818867984,nan,3.2096953,9.372796,2.1257138,2.7080886,3.177469,3.4177916,3.5555212,69253077381,11.725129,1.212472,54.714455,8.270788,419.08707,80.89589,4.05234,1.1918174,29.017603,18.685678,124.00544,11.974228,140.2124,8.426395939,0,1.466,-99,8.6606,0.1636,0.3809,0.0278,0.4111,0.0081,-33.4216,0.8459,10.81534882
26946,150.1736371,2.358642035,0.014329063,nan,nan,21.91678035,2.710827689,33.63105752,5.728490468,60.56127947,2.533345177,1.696583394,2.200471269,5.29740991,1.158348284,11.0733804,1.156463422,9.792716984,2.521135439,12.48012478,2.608637764,47.14353601,2.32530019,107.2171215,2.333568842,143.9740987,1.422370046,170.803022,1.385938263,200.1230899,2.24175641,208.6752964,1.444081313,1.456075192,2.529166443,0.579360615,0,0,1.3568,0.7,5.92394352,5.536205769,1.000269651,0.224155645,nan,2.9493213,6.150225,2.7391021,2.8433836,2.9365964,3.0052059,3.072925,27558843608,35.3864,2.6552525,117.336525,7.438549,228.9174,23.477104,15.24997,1.5120516,93.79921,4.248001,154.36351,19.080849,90.52193,2.710280374,0,-0.239,-99,2.0818,0.1043,8,0.4257,0.8395,0.0168,-48.6173,3.2456,10.34872628
27261,150.1275203,2.359770922,0.014386354,nan,nan,20.56082357,2.489727239,55.0902983,4.513504522,77.62438241,2.380550583,-0.967500855,1.020627646,0.838841435,0.926459056,3.884499803,1.178211813,5.36235195,2.859956064,14.50082281,2.861625909,72.18527529,2.766893129,155.8839365,2.834886806,223.6365515,1.42289916,288.6384439,1.492929256,344.9070514,2.402363421,365.7669207,1.460572228,1.303773683,2.64800429,0.530124392,0,0,1.3072,0.7,5.266310692,4.756546497,-0.960417926,0.164869484,nan,2.7131321,7.601437,2.5062327,2.6084123,2.7101543,2.778023,2.86387,42486422557,33.49282,1.8943872,160.58926,7.799919,379.03427,15.856186,10.691855,1.3009439,108.9207,4.1637,230.00769,12.0303955,21.257408,4.146341463,0,0.082,-99,1.3602,0.0112,2.1427,0.0487,0.6779,0.0059,77.5568,0.8862,10.66719311
27576,150.103264,2.360761891,0.014748576,12.31435172,1.920578851,16.18540037,2.164882361,32.822298,3.914223388,36.96763067,2.072856445,1.142644751,0.670523634,3.0922597,0.99197629,3.146874384,1.212094437,8.204792947,2.848644755,12.91309035,2.778863958,35.50901483,3.401433511,64.87087116,3.305211837,103.8775906,1.307390469,164.7435206,1.411191966,197.6690865,3.55616245,218.6315647,2.186414162,1.189901063,nan,nan,1,1,1.5296,0.7,6.873398304,6.225009918,-1.095016003,0.8430429,nan,2.5856628,5.1284018,1.8646364,2.06771,2.3874514,2.6067538,2.6893246,27521611201,20.525156,2.3493319,62.357353,4.7170486,220.37729,13.3389435,9.991021,1.0476427,41.335556,3.2230206,101.41733,6.1560555,55.47124,8.128654971,0,0.658,-99,7.0734,0.4005,0.91,0.0822,0.7798,0.0327,86.761,7.3824,10.69517026
27688,150.1856737,2.361559319,0.014445815,nan,nan,4.930467271,1.202507673,4.65000426,2.763168487,6.000386565,1.082034329,3.866123466,0.690404476,7.145549925,0.572983267,5.608290398,0.504323927,nan,nan,nan,nan,nan,nan,nan,nan,4.357913663,0.586611886,4.611647196,0.552019607,3.667397015,0.96680522,5.023497639,0.685539211,1.546922766,nan,nan,1,1,0.088,0.32,2.677211285,1.609084606,0.229467705,0.461524331,nan,2.8958263,12.927259,0.6110736,2.7923124,2.95569,3.1577277,3.352514,1.95E+11,6.4533477,1.6378188,104.155754,54.18059,2.5211844,2.7110527,4.287439,1.7947474,39.009544,8.279491,130.52147,502.32312,25.452528,7.301587302,0,-0.47,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.29241537
27882,150.1916548,2.362261252,0.014547796,nan,nan,10.35759862,2.914806264,nan,nan,13.06039868,2.721642468,nan,nan,11.17034766,1.432479994,10.71088731,1.459299154,nan,nan,nan,nan,nan,nan,nan,nan,17.639756,1.598021984,15.96686885,1.3743025,17.28799952,2.47070588,16.23550489,1.740299443,3.911705078,5.33852834,0.533645846,0,0,0.1264,0.32,3.594587326,1.737377286,-0.348576367,0.248054908,nan,2.76368,0.15122615,0.1765991,1.1937587,2.365265,3.1990154,3.7621396,87916416252,11.6402025,7.073106,7.904853,287.73788,592.5533,25158.322,8.7327175,2.1216173,19.363209,25.174099,143.07883,3077.959,5.1713367,0,0,-1.257,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.946549894
28305,150.1345756,2.363653526,0.014298985,nan,nan,48.09791495,3.001425736,56.32746688,6.083350114,75.26138517,2.862979131,13.14579621,1.001454287,29.53986682,1.42011163,35.45705209,1.765721651,34.42216277,2.997504353,47.45886983,3.063390531,79.11533666,2.701176133,107.5524653,2.593472879,141.8965776,1.515192865,167.9117081,1.493727119,202.5698622,2.52990454,215.7723342,1.621317041,1.648673237,2.887060988,0.722180092,0,0,1.496,0.7,7.081432343,5.522529125,1.006518126,0.274068293,nan,2.7406151,3.7262814,2.6606927,2.7185535,2.8205311,2.9534507,3.0993357,22865203939,57.603985,3.4592972,102.307816,17.610138,221.62335,30.201927,42.364395,2.308136,82.49658,8.749924,121.33804,114.37839,358.3771,17.54122939,1,-0.588,-0.461,7.2661,0.0655,0.3809,0.0149,0.3536,0.0034,-57.4018,0.3512,10.53190448
28373,150.1352792,2.363613528,0.01428991,nan,nan,87.59385438,4.88818718,118.7078008,9.097424428,185.5393478,5.017350641,5.445753477,1.859756733,22.93388946,3.287722163,35.75420915,3.343948833,34.35068107,6.927003261,75.4212887,7.523159244,171.5678711,7.415829674,249.4025473,7.508246719,380.9118035,4.916617775,439.1547678,4.933011502,516.9298742,7.279654706,542.31004,4.641900291,1.130242771,2.63755631,0.796873347,0,0,2.72,1.4,8.283963203,6.886792183,1.272361279,0.25872385,nan,2.7013621,10.6036,2.5826044,2.6679482,2.7093508,2.7536783,2.8339102,46674273489,118.29671,6.93507,266.8473,34.979156,600.5488,104.748245,67.17807,5.1810226,213.9072,14.36866,378.02335,290.50183,237.48175,13.10679612,1,0.072,-0.363,5.5423,0.074,2.2423,0.0319,0.6184,0.005,7.1885,0.5601,11.16536094
28465,150.1737224,2.364069457,0.014332372,nan,nan,70.8906307,4.862736913,101.1506158,7.992804073,123.6241637,4.511079182,9.115908599,2.8708144,18.71604343,3.526222427,28.26466988,2.855194631,43.4421075,6.99421113,56.27648887,7.426300931,124.4667713,7.191882494,180.3657602,7.178955683,253.7288804,3.952047704,357.2889002,4.533730171,403.7593895,6.387880895,451.7565132,4.276945122,1.122058726,2.863534884,0.742127092,0,0,1.9088,1.4,8.537806511,4.916831493,1.382137418,0.282909984,nan,2.5955129,4.2522464,2.1070898,2.26415,2.5038414,2.6294138,2.6867602,70247721903,72.47458,2.9581375,163.61778,9.914543,504.6083,31.70137,45.179947,2.9387817,122.50866,6.5473137,249.7412,13.040146,215.8485,10.69958848,1,0.132,0.108,9.3229,0.097,0.4159,0.0165,0.2966,0.0031,-12.4304,0.3163,10.92352989
28831,150.1155572,2.353706974,0.014556088,nan,nan,106.2211402,5.294011162,131.3901951,8.821190773,156.0474754,5.093326494,11.35513801,1.925643073,43.44662567,2.790110108,70.57794888,3.445645873,37.11270742,9.583607368,68.97892948,9.798771859,99.10080888,12.4040639,151.4703176,12.71494584,244.5687794,4.937850425,256.0038458,4.883113765,314.8897778,11.82930829,326.4797015,7.387790004,1.266566051,1.85951092,1.348621067,0,0,7.7376,1.4,20.19673347,16.27725983,-0.132226333,4.847216034,nan,3.4974372,23.96373,2.78115,2.8740153,3.049048,3.2668095,3.507397,63527363755,113.234825,5.152218,182.46872,26.404976,455.51715,212.55444,67.03545,2.9947166,125.74691,9.722042,247.2081,15.762657,318.27307,0.555555556,0,-0.528,-99,21.7124,2.9384,8,0.425,0.7574,0.0154,-74.3415,2.4108,10.84886217
28877,150.1502686,2.365318884,0.014267163,nan,nan,22.9130346,4.797084094,16.50627758,8.922736605,41.29548005,4.477854672,0.909171257,1.654459978,11.45146588,2.720422892,15.18646218,2.943135396,-1.055407085,5.520309775,19.90292911,5.556307172,36.64912456,5.197230003,66.43487141,4.96291848,126.0950283,2.628056349,142.2781692,2.597546912,161.2357992,3.916379675,184.4482088,2.63215235,1.181137643,3.088745401,0.828941337,0,0,1.632,1.4,8.450474739,5.326994896,-0.06138479,0.3509015,nan,3.025181,18.382872,2.775713,2.9078193,3.0187466,3.154707,3.5250268,24196915719,28.467949,1.7350254,84.368996,6.7470818,240.26097,25.160072,15.558027,1.523622,64.28356,3.1238708,136.19527,10.718555,97.241615,1.764705882,0,-0.661,-99,5.7322,0.1772,2.5507,0.0904,0.2777,0.0061,81.6217,0.4578,10.62890904
