id,RA,DEC,ebv_mw,f_f105w,e_f105w,f_f125w,e_f125w,f_f140w,e_f140w,f_f160w,e_f160w,f_f435w,e_f435w,f_f606w,e_f606w,f_f814w,e_f814w,f_f090w,e_f090w,f_f115w,e_f115w,f_f150w,e_f150w,f_f200w,e_f200w,f_f277w,e_f277w,f_f356w,e_f356w,f_f410m,e_f410m,f_f444w,e_f444w,tot_cor,kron_radius,kron_radius_circ,use_circle,flag_kron,iso_area,use_aper,a_image,b_image,theta_J2000,flux_radius,z_spec,z_phot,z_phot_chi2,z025,z160,z500,z840,z975,mass,restU,restU_err,restV,restV_err,restJ,restJ_err,restus,restus_err,restgs,restgs_err,restis,restis_err,star_min_chi2,excess,flag,beta,beta_dark,RE,RE_ERR,N,N_ERR,Q,Q_ERR,PA,PA_ERR,lmass
53,150.1800143,2.231273888,0.014534618,nan,nan,307.1732886,7.167917951,359.1326152,9.859350469,396.9070053,6.397556061,165.2862961,3.986360701,226.1117029,3.335298302,235.6855688,4.441852051,207.3409317,15.73147816,221.4832909,16.01030087,338.464557,15.66598223,532.0914415,16.57901361,697.9772775,10.70558399,1065.178986,13.00080994,1392.886298,18.92297376,1575.563409,12.81086819,1.214386152,2.353680556,1.057144704,0,0,5.1488,1.4,12.85359097,9.809104919,-0.34260416,0.227400486,2.1507,2.5492876,10.503658,2.510598,2.5419903,2.6049566,2.6734388,2.7371998,3.12E+11,343.2611,10.660934,535.95087,27.725052,1743.8909,76.33429,248.53493,11.559319,411.8938,21.979599,695.6143,41.440125,437.4499,35.13513514,1,-0.835,-0.41,-99,-99,7.7739,1.5867,0.7577,0.075,-50.084,9.0712,10.65951169
31081,150.1119794,2.372628923,0.014596741,107.4694825,3.208969378,140.0258063,3.885632056,186.3533369,7.037131721,205.6874545,3.710175825,58.89860838,1.281990707,82.10016142,2.224691189,96.88374597,1.994450455,nan,nan,nan,nan,nan,nan,nan,nan,340.4537717,3.636083972,446.4044344,3.821232491,nan,nan,nan,nan,2.069763674,3.019521928,0.828718242,0,0,1.5264,0.7,7.679493904,6.130343914,-0.366524667,0.33817514,2.4571,2.5231721,2.8314319,2.3756363,2.4422297,2.5465224,2.6481378,2.708986,50295517420,147.3537,12.023415,281.10376,181.47472,551.11975,883.7327,104.24025,25.469463,217.44676,42.51645,332.9724,67.25986,356.58972,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.70152928
30135,150.1280241,2.369452063,0.014388893,nan,nan,38.42283597,4.353183179,41.81119026,9.899797474,78.1098416,4.516786446,-6.83774982,2.299301044,6.883158206,2.373749479,5.668056889,3.057001896,9.228369115,6.449767277,28.03598545,6.530048543,67.88647671,6.958661698,122.0516615,6.746107972,208.412238,3.232854569,332.2030281,3.698930287,396.5940372,6.519188425,444.6904187,4.377724806,1.27293166,3.021617349,1.034382741,0,0,2.9184,1.4,10.1970129,7.182748318,-1.570720553,0.375477192,2.464,2.6783402,7.5399175,2.267049,2.501773,2.6567261,2.7837746,2.9048603,71110586738,28.623684,3.2082996,101.435486,9.495808,557.84235,41.88846,12.705787,1.641367,68.49492,5.425514,198.08992,39.491585,82.53491,9.285714286,0,0.777,-99,11.0265,0.2638,0.3347,0.0271,0.8388,0.0216,-50.5005,5.794,11.03407348
32274,150.1014706,2.376719161,0.014727794,49.47204898,1.831667522,69.80631202,2.29786312,95.37586509,4.184038361,97.98999897,2.193241281,12.44018351,0.716054715,28.70783851,1.078887476,37.61979304,1.00905181,36.02216061,4.141600315,54.694829,4.20730828,nan,nan,nan,nan,177.7170316,2.239653994,245.6786389,2.410486277,nan,nan,nan,nan,1.189901063,nan,nan,1,1,0.9744,0.7,5.652918816,4.807165146,-0.990523934,0.292086989,2.4663,2.5095289,5.337829,2.4403782,2.4928937,2.5706937,2.6508348,2.7002914,23703329134,74.19814,7.7635803,138.66313,104.0482,239.23544,138.87616,45.420055,2.889305,103.137024,5.5800476,177.36804,12.935997,346.35245,0,0,-0.495,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.58045739
45554,150.1411286,2.426029684,0.014706342,nan,nan,55.52792487,2.126109632,65.17424512,5.589933485,81.63451214,2.22658331,12.1689945,1.414025989,21.57815628,1.4848983,29.98946074,1.489608922,29.51732558,2.540724038,48.15230604,2.713804271,84.39185578,2.975843227,123.6745625,2.935174684,177.318628,1.316628948,257.7182014,1.421259251,294.7604541,2.567233337,333.56632,1.634063677,1.493511861,2.938698097,0.66725465,0,0,1.5072,0.7,6.27761364,5.132851601,-1.217935681,0.237159391,2.5119,2.675331,5.8297286,1.9722735,2.2862191,2.5498056,2.6680183,2.7231185,48998556513,64.63327,4.5346985,117.534515,23.688324,345.0234,24.99022,40.58373,3.1424522,89.7425,9.816425,164.12027,33.887146,326.1142,27.66272189,1,-0.349,-99,5.9197,0.0781,0.2442,0.019,0.5329,0.0082,41.1118,0.9273,10.85662841
13169,150.1343335,2.307342574,0.014600981,nan,nan,116.6602919,4.840818505,171.6489386,9.613465476,227.3454009,4.948026101,14.01064099,2.80926481,31.08128348,2.320474036,41.18406257,2.74966285,42.51402941,7.123957823,81.09951,7.469354817,209.6490933,7.643553248,300.2392151,7.865930228,397.2367946,4.743925603,502.4767097,5.004320856,545.603397,7.004584421,586.4453386,4.369496614,1.128656421,2.481944982,0.803722902,0,0,2.632,1.4,9.738893509,6.729747772,0.834458172,0.27244981,2.5365,2.5199807,1.3160664,2.2609704,2.3375869,2.479205,2.5723712,2.6347675,64642230569,109.03114,4.0184174,318.4262,21.39206,617.04755,39.001648,56.288116,4.954397,245.70087,20.134254,408.62067,28.79126,306.00528,4.712041885,0,-0.513,-99,3.3391,0.1903,8,0.3858,0.6538,0.0123,-17.6897,1.277,10.62217381
8641,150.1213264,2.28513645,0.01500622,nan,nan,124.3281286,2.957334365,207.4825193,8.859678673,253.0161864,4.341187191,5.574615619,3.982460633,18.75451219,2.678799672,34.12543872,2.911604174,43.80570158,8.22441118,101.3453974,8.280017228,268.554884,8.114878588,399.5299594,8.295244312,617.0231433,4.92088642,907.5633952,5.619810165,1058.404432,8.083090833,1160.774705,5.324497352,1.09713773,nan,nan,1,1,10.4656,1.4,59.73097229,17.67269707,-0.666429043,5.734728501,2.562,2.59432,4.6742163,2.00005,2.1763675,2.3887253,2.58627,2.6604786,58102134261,53.175724,2.8953762,156.68732,8.477104,519.34094,37.900757,24.498999,3.4987507,108.94831,4.6990356,253.00943,14.338448,92.38776,39.8989899,1,-0.195,1.07,166.0448,2.6322,0.2,0.0176,-99,-99,42.3023,0.0703,10.9236122
8341,150.1671705,2.286382982,0.014487478,nan,nan,91.28067287,2.957250127,117.259603,7.417117058,139.8920212,2.776957198,nan,nan,60.41246057,1.600300029,77.4399558,1.775970947,82.60760268,2.808491313,97.98065299,3.078872053,144.4254571,2.601133858,186.6168845,2.513586688,202.6813041,1.514842315,208.2077912,1.466730751,236.8745357,2.381762325,239.2990888,1.46321826,1.511567546,3.116091025,0.699011172,0,0,1.4016,0.7,6.697724342,4.695703983,-1.342805386,0.238365066,2.9384,2.9172254,10.441,2.6582696,2.7342434,2.8873863,2.9966543,3.1084275,24973663112,121.44932,17.359982,179.38464,34.979225,252.14651,29.458488,92.48497,4.224251,148.72025,39.555107,187.78835,43.059647,275.30417,19.64573269,1,-1.28,-0.948,4.2084,0.0308,1.1425,0.0152,0.368,0.0027,19.706,0.241,10.55054132
45428,150.0963525,2.425358334,0.014851419,nan,nan,187.1818227,6.096712163,187.3170563,12.37009697,249.1005123,5.662441221,26.2112681,4.679582537,87.61438894,4.217577426,127.3030962,3.91709736,96.55901107,15.34640639,135.4255492,15.71087818,194.3142416,14.67540236,259.6101768,14.29031389,346.2234517,7.777519472,337.0283519,7.449859992,387.0279112,11.00659163,410.6655786,7.209447873,1.289379274,2.84895652,0.95357529,0,0,2.368,1.4,9.697365761,7.22045517,1.089292645,0.333803911,3.1212,2.725718,49.509747,2.6743507,2.6927521,2.7281187,2.8575873,3.5025644,32260105957,198.72955,6.0550995,257.6008,15.340141,459.32074,51.88588,131.23932,7.224285,239.23788,16.805756,274.2363,129.17249,290.07523,-1.552795031,0,-0.83,-99,-99,-99,8,18.4604,-99,-99,22.4486,9.9429,10.90192827
22100,150.100765,2.341441969,0.014824059,nan,nan,82.24384742,5.829602151,109.8732452,10.58078135,146.6558558,5.647571554,5.414950282,6.536930267,33.18665877,2.626813834,52.31567355,3.478471579,48.66466576,11.79487607,71.87665806,11.9158113,142.8923513,10.96558942,214.8416985,10.33720263,329.1938034,5.066282189,370.0606333,4.819727459,445.0038188,7.593940697,472.956505,5.083768413,1.476711551,3.120356474,1.245579029,0,0,3.1744,1.4,11.66335583,8.538678169,-1.511666894,0.522896339,3.1591,3.1463678,5.5417905,2.7890003,2.9697044,3.1328976,3.2736022,3.4983594,67081160574,126.874214,5.266693,206.05167,37.606514,608.0318,148.93102,78.07797,6.8495636,148.03691,7.2005157,304.55862,65.02235,237.07509,4.901960784,0,-0.463,-99,14.6339,0.163,0.4496,0.0138,0.6261,0.0066,2.855,0.9242,11.10475948
13262,150.1521656,2.307792844,0.014401091,nan,nan,121.3280238,4.998108574,156.8494998,8.305020373,229.6436969,5.021571945,13.05371031,4.324645663,43.13963123,2.401482444,68.88654527,3.161882727,71.77676735,6.788011306,109.7920066,7.219493225,221.5118504,7.336441681,520.9456106,8.94128065,672.8421547,6.135051364,766.0566805,6.378449836,988.8013327,9.579123925,1108.439467,6.021372702,1.09713773,nan,nan,1,0,2.88,1.4,8.905564308,5.792298317,1.28335619,0.215680007,3.1787,3.2193723,7.394108,3.1273706,3.187618,3.2435875,3.311557,3.3857715,1.90E+11,215.43172,7.500786,579.979,68.49211,1598.8484,324.45514,120.06664,5.1210327,474.97522,156.68195,706.4944,65.60748,440.7494,15.30864198,1,-0.469,-0.221,5.5447,0.0548,3.7462,0.0397,0.2701,0.0017,-18.0618,0.1121,11.32594129
48235,150.10597,2.436188806,0.014883923,nan,nan,108.2947219,4.989495639,141.1406784,9.054847945,156.6924702,4.711665646,22.38733413,4.16145216,46.23140564,3.088560314,75.95675049,3.229997681,47.39095188,9.309297702,70.21517309,9.305423146,125.2838378,12.65462701,210.4678026,12.80118118,327.9871399,5.565763977,341.539652,8.170915926,441.6353139,12.23479078,478.1098808,7.60157691,1.09713773,nan,nan,1,0,1.6896,1.4,6.890247822,5.789197445,-0.255155951,0.190348236,3.1904,3.0969393,24.286942,2.7220886,2.8174725,3.0809097,3.1970053,3.252888,1.03E+11,156.85197,5.440773,228.94585,44.64956,649.7313,92.84802,95.74993,3.896267,171.72826,6.9824677,280.67355,45.101936,379.13168,9.246575342,0,-0.735,-99,0.8093,0.0072,1.2035,0.0691,0.4543,0.014,-66.154,0.8242,11.09240396
27524,150.0968487,2.360804532,0.014852516,nan,nan,37.58882762,2.694926456,48.99457817,3.691501865,68.96946555,2.608885222,-1.17881735,2.810864486,7.031411703,1.667013751,16.7619021,1.501843112,22.23279441,4.859005131,38.75175904,5.079927346,nan,nan,nan,nan,217.3802377,2.685823623,259.337561,2.689624297,nan,nan,nan,nan,1.442814843,3.380445589,0.611487806,0,0,0.7888,0.7,4.675658226,4.373860836,1.402971268,0.21799337,3.2321,3.2300699,2.6067991,1.3347529,3.082104,3.2308135,3.3612642,3.5245428,29971990012,67.05279,4.0827427,188.4513,132.58485,388.93683,607.5186,38.085842,2.7594376,125.6588,128.35562,229.53625,106.59714,114.61687,0,0,-0.169,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.55024515
51353,150.1429112,2.448757431,0.015030154,nan,nan,48.00265058,3.705302842,74.57566948,6.362020943,104.8720331,3.849312559,2.860577662,3.746548341,3.168918969,2.696413742,12.17953264,3.127070801,9.34829646,5.989248323,42.3610923,6.615365457,98.88320298,6.600983176,210.3547353,7.032123708,364.6507402,4.563803511,432.8224163,4.767599856,551.7920261,6.790957816,605.3599696,4.370538194,1.113534583,2.644469193,0.737133583,0,0,2.3344,1.4,8.144029617,5.962879658,1.161040783,0.278382777,3.3318,2.7426703,9.199222,1.9153026,2.6958551,2.8372023,3.1096659,3.195066,63935055442,69.52425,4.7191544,215.34265,23.922447,705.6146,71.3418,32.542473,2.4388046,128.27986,13.767929,333.757,161.60379,100.39764,-14.14634146,0,1.204,-99,7.5548,0.0475,0.3591,0.0105,0.3246,0.0022,-22.9424,0.223,11.68061528
187,150.1629828,2.234612177,0.01471739,nan,nan,10.0605275,2.950616261,21.862276,5.391100826,39.52042362,2.841363921,0.496072103,1.637931465,-0.560479179,1.357579792,2.709245609,1.602388793,nan,nan,nan,nan,nan,nan,nan,nan,170.0665456,2.809688007,267.0809017,2.96498974,340.5706718,5.053932308,368.0806169,3.172547747,1.675121983,3.155920218,0.724864086,0,0,1.2192,0.7,7.43381691,4.435364246,-0.413786411,0.270036591,nan,2.768331,1.3323984,1.490708,2.1992867,2.651854,2.9458163,3.1404173,43671299071,16.985487,2.3801775,99.178375,27.100342,396.31204,36.380875,5.561554,1.699834,60.501217,6.203697,179.71533,11.08886,53.653446,2.747252747,0,0.417,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.77229673
447,150.1772218,2.239072394,0.014545168,nan,nan,49.33775094,2.598254488,52.2169804,4.771608029,79.65697881,2.562101607,7.588707424,2.032651586,27.17308925,1.465137822,39.26053853,1.802049178,35.26026547,4.949074956,50.84307934,5.17877876,80.84651853,4.618227524,121.476933,4.400416118,145.4616549,2.394907361,155.0365787,2.370633148,176.4207942,3.846367252,187.5400077,2.435138634,1.435498064,3.423928094,0.624798066,0,0,0.768,0.7,5.503965378,3.781241417,-1.218252778,0.217068922,nan,3.0647786,6.1926746,2.8033402,2.9559665,3.0703664,3.1677258,3.2656705,29249521452,66.61167,2.5958786,116.053154,35.157024,209.74913,36.06617,46.91036,2.4222908,100.54068,35.530457,132.17093,74.082245,312.75186,-0.07751938,0,-0.997,-99,4.6465,0.0572,0.7146,0.0267,0.2937,0.0039,10.4902,0.3805,10.4759608
830,150.1673355,2.243855457,0.014621252,nan,nan,145.50547,5.168984578,174.6979561,8.618514962,230.7482015,5.305946967,41.22342379,5.059835578,92.01763281,2.584967905,110.7639059,3.547511523,nan,nan,nan,nan,nan,nan,nan,nan,336.7678996,8.131349643,323.8209877,7.050907395,368.3574412,9.794327939,360.0108786,6.113668195,1.207838535,3.108522911,0.852259507,0,0,1.6128,1.4,7.44534874,6.310017109,-0.68190062,0.3447618,nan,2.875632,3.5147042,2.7091405,2.7775152,2.9022057,3.1132784,3.209267,26299549130,201.58641,7.9075775,291.80832,94.717026,398.08923,46.078705,135.98042,32.006805,221.45714,19.08471,278.78058,195.178,253.70667,3.14893617,0,-1.197,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.84952606
1269,150.1785839,2.248659003,0.014535289,nan,nan,10.91348034,2.425423005,12.06215116,4.628350372,17.85808264,2.287511581,-1.761899473,1.81284161,2.264511296,1.200975005,2.012337733,1.398989102,1.053632968,4.179009756,6.87741784,3.841633433,18.36081681,3.544627853,40.59552132,3.424076616,79.59916456,2.293356159,119.369642,2.32466336,160.9248737,4.119698556,179.5228812,2.528410277,1.363361808,3.098009175,0.533119696,0,0,0.6224,0.7,4.714924812,3.925448656,-0.307295591,0.185633924,nan,2.7393026,2.8599508,1.6401913,2.116591,2.7837555,3.1575053,3.5062504,29191177883,13.18898,1.601449,40.016064,5.7855186,193.25465,19.712608,5.8593936,1.1544816,21.786886,2.4306984,76.923615,18.424168,42.068874,4.06779661,0,0.839,-99,16.1582,5.8947,8,1.2402,0.6482,0.0421,75.6604,4.3988,10.71097658
2026,150.1837429,2.255353238,0.014500366,nan,nan,25.57805704,2.851533367,40.85747525,5.233518211,48.81913123,2.597027433,-0.522535879,2.097892765,2.30801543,1.362622125,3.453902819,1.633384101,13.63618658,4.873443769,24.57137733,4.651017909,57.08585038,4.180775971,112.3089589,4.338120785,175.6420788,2.892820599,nan,nan,383.1761806,5.422152453,414.3703596,3.520958815,1.571568144,3.075010152,0.716473253,0,0,1.3088,0.7,6.661186695,5.093722343,-1.275161743,0.243933751,nan,2.6180058,7.872577,1.8812866,2.1063638,2.5394387,2.6309037,2.6830213,24663589791,33.72867,2.8031244,105.93404,6.4371796,408.45126,21.830917,14.228189,1.7141342,58.977825,2.986662,172.53984,8.904945,30.562817,-1.058201058,0,0.66,-99,9.1723,0.4321,0.907,0.0639,0.838,0.0273,68.8727,8.4749,10.39268228
2029,150.1303593,2.255390407,0.015227654,nan,nan,24.31299273,1.754784643,32.59835361,1.55872576,41.61850081,1.704128504,3.704854919,1.14543577,9.272616785,1.015286679,11.61396907,1.22589636,20.40146676,4.234580859,21.09027252,4.058124429,45.72656762,3.591741334,67.30877546,3.463940391,102.5735953,2.112031764,156.7501213,2.15974651,177.7094324,3.602993149,201.8259848,2.259992112,1.189901063,nan,nan,1,1,1.2512,0.7,7.55934763,4.662325859,0.763185441,0.265544034,nan,2.612208,4.3093905,2.203486,2.421253,2.5979362,2.711315,2.8980913,25510270598,27.950735,2.6217833,65.004036,5.274315,202.33302,16.502625,18.351843,1.7422562,46.38756,3.1449356,100.25637,5.79723,151.93344,11.42217245,1,-0.284,-0.0106,10.4859,0.8355,1.957,0.1505,0.4009,0.0181,-42.994,1.6485,10.53164465
2053,150.1201176,2.255569028,0.015414774,nan,nan,17.82777018,2.34297661,41.46555621,1.7111747,70.22696275,2.352196372,0.282835472,1.134066215,1.231222772,1.331857958,0.462150568,1.510783148,1.362173463,4.48101281,6.952262084,4.337870335,63.9505666,4.020995004,146.5946287,4.250867054,235.6401784,2.620416252,334.6057023,2.828332738,391.1735282,4.668638189,431.4598866,2.779292669,1.329286232,2.959484322,0.563632906,0,0,1.0384,0.7,4.976392746,4.555394173,-0.743469775,0.17756755,nan,2.6392276,6.8695607,2.4643853,2.5425155,2.635651,2.7258468,2.8166397,55442825198,24.60472,1.6598759,146.26334,7.99807,448.61536,17.906754,6.207294,1.2483199,90.793335,3.7948303,233.50731,11.268112,37.174862,25.42372881,1,0.684,1.44,1.7787,0.0805,2.4293,0.284,0.6815,0.0339,-86.3603,4.544,11.01413042
2240,150.1798827,2.25671905,0.014518517,nan,nan,5.288691587,2.21009424,7.490083725,5.111575952,18.93050172,2.112935223,-2.133562195,2.173562073,-1.523644251,1.204358207,-0.040793757,1.494995953,-0.484246103,3.498705468,6.716631907,3.338674369,15.13713499,2.964427677,47.44544984,2.830720556,117.7862303,1.6674596,200.4620059,1.916374573,299.3268646,3.425638903,345.8023429,2.134531929,1.580650429,3.119846538,0.704825491,0,0,1.2448,0.7,7.285078526,4.378673077,0.423445582,0.248169829,nan,2.8414042,6.302218,1.9979371,2.3033526,2.786122,3.1044536,3.4553566,92269907156,9.096912,5.083067,56.338184,4.5361156,402.34988,34.26506,2.8461714,1.423667,31.039827,3.0268936,132.72768,6.639637,120.61562,7.466063348,0,1.651,-99,8.9115,0.6971,2.9173,0.2,0.3147,0.013,-69.9338,0.9675,11.13710221
2751,150.1497573,2.259082607,0.014847814,nan,nan,10.44134035,2.053747738,12.53114887,4.312627138,35.1895591,1.975579258,1.313003205,1.505899789,1.493391957,1.049295323,1.551496843,1.193709437,-4.442613761,3.783143312,2.339247097,4.759624395,26.90472513,3.334309782,67.0065641,3.371749759,129.8646017,2.153120426,215.7886645,2.259951438,266.6898632,3.854161188,300.5957294,2.322351262,1.189901063,nan,nan,1,1,1.344,0.7,6.559375286,5.443209171,-1.085219741,0.519399791,nan,2.568944,8.139159,2.035192,2.3149107,2.5401473,2.7202551,2.8953385,44395304671,10.349208,1.7094126,64.36356,4.1712093,303.97928,13.545776,3.3791156,1.0253285,38.718674,2.2609005,123.63025,5.99934,64.84418,6.634615385,0,1.031,-99,5.3081,0.544,1.7071,0.1966,0.7332,0.0492,14.4536,7.9553,10.58205812
2850,150.1365169,2.260581314,0.015053536,nan,nan,4.870286574,1.531222468,12.00852793,4.813938841,13.45855539,2.203467291,-0.014930291,1.054777299,-0.22488489,1.400908482,2.425656976,1.520360362,-4.84989533,4.439596189,-0.432678309,4.301513539,10.9098154,3.696061663,35.44151767,3.657888335,106.7533513,2.05034229,196.9075702,2.311278078,294.8689305,4.259522436,346.5665446,2.691946399,1.347797609,3.132877182,0.55788526,0,0,0.7904,0.7,5.001796246,3.962388515,-0.755648553,0.188903075,nan,3.4945238,5.1674867,2.028295,2.3523438,2.9825068,3.5490842,4.2848177,1.18E+11,16.44129,1.8190241,70.27543,7.5693607,523.2334,181.7216,5.917314,1.1125786,34.360725,5.3978233,174.08089,9.797653,146.19757,0.464767616,0,0.428,-99,3.0576,0.1637,1.23,0.1419,0.6267,0.0349,53.0594,4.1706,11.23710365
2920,150.1199313,2.261022714,0.015345784,nan,nan,42.21278433,2.470792537,64.85612188,1.938623753,98.77672729,2.406022413,0.545279584,1.049216329,3.302805876,1.211882621,12.47956326,1.688190492,15.55898817,4.619271338,30.77767478,4.44981572,92.4157501,4.01944662,168.5609081,4.152234557,311.5142152,2.871281463,452.2984687,3.312470248,563.2607024,5.516473349,617.7510991,3.385580954,1.350480452,2.809263974,0.585970883,0,0,1.2752,0.7,5.2277174,5.201575279,0.731562018,0.191505075,nan,2.7000842,7.124172,1.3136061,2.1147404,2.441036,2.7278163,2.8377504,95557985084,57.815773,3.2353249,178.14447,22.388817,659.05896,85.51581,26.337984,2.221922,125.34041,13.216522,292.3657,167.89618,78.14844,4.970760234,0,0.909,-99,1.6496,0.0233,3.1147,0.103,0.9014,0.0117,-44.3928,4.5514,11.26101127
3162,150.1510368,2.262345458,0.014805872,nan,nan,16.90562412,4.205791995,23.91739186,8.179865732,39.26950043,3.976033945,4.846554834,3.867890127,0.163220098,2.206237623,-1.982650073,3.074348508,-7.616059617,7.873453795,8.906712246,7.939395091,35.10059338,7.320550099,83.81867391,6.999528154,169.1975809,3.789371649,331.5357831,4.552523937,464.8543166,7.329606456,546.1675856,4.796140545,1.09713773,nan,nan,1,1,2.9856,1.4,16.30486679,5.874658585,-0.088604741,1.322520029,nan,2.6217334,6.834136,2.0949435,2.2916787,2.6016152,2.9184642,3.2690587,88483978862,8.22752,1.6964865,38.831005,2.5371494,397.3147,24.626465,2.37733,1.1132512,19.408201,2.529786,95.66389,5.0074844,138.14621,17.20430108,1,2.365,2.54,71.1692,13.5882,2.1165,0.2587,0.3342,0.0185,88.2056,1.7526,11.48043552
3193,150.1247331,2.262793467,0.015236995,nan,nan,2.082952652,1.408810757,3.691194973,1.121379326,1.700689709,1.337569918,-0.050301001,0.475257999,0.627694457,0.481594001,0.952335972,0.563345771,0.800558943,1.17362101,2.88597446,1.130153443,0.307984829,0.924143161,2.979963329,0.826471838,5.728467262,0.474979725,20.59653361,0.452161902,27.72448199,0.871293482,52.50735674,0.612539535,1.876752761,3.378523514,0.330292036,0,0,0.1696,0.32,2.596861362,2.300242186,-0.361850053,0.126428587,nan,3.4931996,24.523308,3.0742817,3.3110206,3.4857733,4.475024,5.70765,26468117270,1.578072,0.88920164,3.8799663,0.78835857,78.13438,4.2441444,1.1807467,0.65983886,2.5175998,1.7306011,14.499762,0.8470373,26.520304,14.76510067,1,2.629,2.81,2.616,0.2753,0.2,0.3152,0.2193,0.06,89.7793,6.0121,11.12566509
3578,150.1613764,2.264946622,0.014656552,nan,nan,135.7847651,2.939601525,180.170456,5.663781568,197.4494232,2.852378032,33.32226037,1.97788668,84.39596137,1.230619868,114.8305048,1.560664914,120.924066,3.33941182,136.5167492,3.37860534,203.144913,3.067659562,266.6084072,3.147213205,301.7265583,2.079808048,298.5902912,1.992497625,358.1998171,3.306138801,348.7291981,1.971756062,1.35226746,2.800663136,0.552863296,0,0,1.1152,0.7,5.141458511,4.737044334,1.323137641,0.190035923,nan,2.913183,15.38214,2.6939032,2.734025,2.8897817,3.0431557,3.1762319,36366545732,186.94058,5.151184,254.53354,43.804436,361.94974,37.30803,132.33687,5.582142,201.94165,87.41371,261.32492,54.081085,288.96106,9.111880046,0,-1.046,-99,2.6263,0.0174,1.4548,0.0271,0.6088,0.0053,-59.6644,0.5732,10.89376878
3587,150.1041655,2.264913571,0.015573857,nan,nan,57.87047447,2.93965006,76.07101451,7.650880011,89.97657117,2.951921369,12.95571305,1.316887051,24.49503277,1.802586324,31.22239136,1.757866145,31.73034886,5.544874855,42.61301518,5.615734038,98.83111939,5.053548138,150.6685356,4.928826518,225.9029345,2.971912995,331.6949343,3.200556827,386.1116153,5.291766416,424.5696146,3.35320708,1.636694612,3.024719467,0.68606628,0,0,1.2384,0.7,6.219255447,5.170155048,-0.843761802,0.276762281,nan,2.6020808,2.9893758,2.392907,2.5241816,2.6230626,2.7090273,2.8134024,50189843356,66.44139,4.6788254,145.01848,10.612213,429.31546,40.72174,38.749317,4.7081337,99.57943,5.904503,220.9109,36.221992,297.80963,12.8,1,-0.415,-0.381,3.4981,0.3197,0.843,0.2232,0.6399,0.0561,68.5014,8.0033,10.9192268
4474,150.122463,2.269780517,0.015185384,nan,nan,161.3428166,3.204559015,202.7539706,10.43072119,234.1280784,4.790767854,60.84666012,2.467941318,131.9591317,2.526966386,151.5199274,3.217735983,163.4858415,13.0457959,165.3034797,12.81833214,235.2237862,12.09487059,297.6476379,11.63637212,313.9995441,5.865997824,304.9239539,5.546166381,340.0045386,8.697270035,336.129418,5.298360952,1.09713773,nan,nan,1,1,2.4592,1.4,9.618617058,8.106233597,0.647229612,2.13667476,nan,2.9302588,8.383582,2.6982021,2.8453248,2.9457147,3.059632,3.167696,22588269472,112.48584,13.513969,146.48897,27.930733,190.49458,24.19017,86.581024,3.936184,119.203354,65.85028,149.45573,67.758255,281.05194,1.091703057,0,-1.616,-99,12.9116,0.2614,1.6067,0.0311,0.5343,0.0063,-69.4053,0.6867,10.23138959
4553,150.14118,2.269973472,0.01486858,nan,nan,81.6656412,3.056514179,122.293936,8.916247623,154.6199523,4.819648043,3.772492882,2.880334834,24.06638586,2.887607322,40.52826502,3.76729348,35.36790988,8.862775675,71.23815232,9.165961768,140.4529936,9.167369897,224.4477767,9.438820794,331.3355378,5.645774532,373.6850197,5.745156619,439.9598338,8.443949735,463.2135784,5.4423347,1.09713773,nan,nan,1,0,1.6592,1.4,6.660849571,5.232161522,-1.365024686,0.228564515,nan,2.8079078,4.7061763,2.7147055,2.7620182,2.8205428,2.8949604,2.9730344,54901707321,126.11191,11.573597,234.8801,37.75122,525.27625,57.855545,75.72082,3.5316734,165.6912,31.367195,293.7025,86.53277,316.26016,4.105571848,0,-0.248,-99,4.1577,0.0296,1.0531,0.0131,0.5993,0.0037,21.2112,0.4628,11.06848901
4686,150.1588023,2.270731176,0.014646569,nan,nan,39.97873126,4.447806088,44.49946205,8.558422357,53.64435809,4.247434943,1.605216896,3.9454477,4.846998787,2.047259246,7.738891421,2.507505901,15.85054724,6.738500256,33.25971476,6.931938362,58.30260995,6.426266522,128.5987826,6.485815811,207.9707952,3.838613952,338.1571099,4.449137816,425.1979621,6.902038144,482.6702209,4.686575248,1.102587316,2.870773766,0.720040462,0,0,1.8512,1.4,7.211268902,5.452355862,-1.007317424,0.236011449,nan,2.713343,6.038724,1.7833794,1.954202,2.591158,2.9105601,3.1321118,86495898890,34.82494,2.1134415,112.22188,13.743202,566.0007,49.058624,16.082008,1.4337707,58.65424,2.7511902,201.10283,45.66671,97.18285,7.840909091,0,0.53,-99,7.0003,0.1132,1.6744,0.0299,0.5158,0.0054,32.9065,0.5552,11.0163607
